Scientific Name ▴,Fangs,Toxicity,Rating ?,Common name
Atractus tamessari,rear-fanged,unclear toxicity,???,Kaieteur Spindle Snake
Atractus tamaensis,rear-fanged,unclear toxicity,???,Tamá Spindle Snake
Atractus taeniatus,rear-fanged,unclear toxicity,???,Bolivian Striped Spindle Snake
Atractus surucucu,rear-fanged,unclear toxicity,???,Surucucu Spindle Snake
Atractus steyermarki,rear-fanged,unclear toxicity,???,Chimantá Tepui Spindle Snake
Atractus spinalis,rear-fanged,unclear toxicity,???,Serra do Espinhaço ground snake
Atractus snethlageae,rear-fanged,unclear toxicity,???,Gurupi River Spindle Snake
Atractus serranus,rear-fanged,unclear toxicity,???,Sao Paulo Ground Snake
Atractus schach,rear-fanged,unclear toxicity,???,Schach's Ground Snake
Atractus savagei,rear-fanged,unclear toxicity,???,Savage’s Groundsnake
Atractus sanguineus,rear-fanged,unclear toxicity,???,Bloody Ground Snake
Atractus sanctaemartae,rear-fanged,unclear toxicity,???,St. Marta's Ground Snake
Atractus roulei,rear-fanged,unclear toxicity,???,Roule's Ground Snake
Atractus ronnie,rear-fanged,unclear toxicity,???,Baturité Spindle Snake
Atractus riveroi,rear-fanged,unclear toxicity,???,Rivero's Ground Snake
Atractus reticulatus,rear-fanged,unclear toxicity,???,Reticulate Ground Snake
Atractus resplendens,rear-fanged,unclear toxicity,???,Resplendent Ground Snake
Atractus pyroni,rear-fanged,unclear toxicity,???,Pyron’s ground snake
Atractus punctiventris,rear-fanged,unclear toxicity,???,Pointed Ground Snake
Atractus potschi,rear-fanged,unclear toxicity,???,Alagoas Spindle Snake
Atractus poeppigi,rear-fanged,unclear toxicity,???,Basin Ground Snake
Atractus peruvianus,rear-fanged,unclear toxicity,???,Peru Ground Snake
Atractus pauciscutatus,rear-fanged,unclear toxicity,???,Little scaled Ground Snake
Atractus paucidens,rear-fanged,unclear toxicity,???,Despax's Ground Snake
Atractus paravertebralis,rear-fanged,unclear toxicity,???,Madre de Dios Spindle Snake
Atractus paraguayensis,rear-fanged,unclear toxicity,???,Paraguayan Spindle Snake
Atractus pantostictus,rear-fanged,unclear toxicity,???,Sao Paulo Spindle Snake
Atractus pamplonensis,rear-fanged,unclear toxicity,???,Pamplona Ground Snake
Atractus paisa,rear-fanged,unclear toxicity,???,Sonsón Spindle Snake
Atractus orcesi,rear-fanged,unclear toxicity,???,Orellana Spindle Snake
Atractus oculotemporalis,rear-fanged,unclear toxicity,???,Hispanic Ground Snake
Atractus ochrosetrus,rear-fanged,unclear toxicity,???,Ochre bellied Spindle Snake
Atractus occipitoalbus,rear-fanged,unclear toxicity,???,Gray Ground Snake
Atractus occidentalis,rear-fanged,unclear toxicity,???,Western Ground Snake
Atractus obtusirostris,rear-fanged,unclear toxicity,???,Bignose Ground Snake
Atractus obesus,rear-fanged,unclear toxicity,???,Fat Ground Snake
Atractus nigriventris,rear-fanged,unclear toxicity,???,Black ventered Ground Snake
Atractus nigricaudus,rear-fanged,unclear toxicity,???,Black headed Ground Snake
Atractus nicefori,rear-fanged,unclear toxicity,???,Northern Ground Snake
Atractus natans,rear-fanged,unclear toxicity,???,Mamirauá Spindle Snake
Atractus nasutus,rear-fanged,unclear toxicity,???,Sharp nosed Spindle Snake
Atractus multidentatus,rear-fanged,unclear toxicity,???,Many toothed Spindle Snake
Atractus multicinctus,rear-fanged,unclear toxicity,???,Banded Ground Snake
Atractus modestus,rear-fanged,unclear toxicity,???,Modest Ground Snake
Atractus mijaresi,rear-fanged,unclear toxicity,???,Mucurubá Spindle Snake
Atractus microrhynchus,rear-fanged,unclear toxicity,???,Guayaquil Spindle Snake
Atractus micheleae,rear-fanged,unclear toxicity,???,Canaguá Spindle Snake
Atractus meridensis,rear-fanged,unclear toxicity,???,Mérida Spindle Snake
Atractus melas,rear-fanged,unclear toxicity,???,Dark Ground Snake
Atractus melanogaster,rear-fanged,unclear toxicity,???,Blackbelly Ground Snake
Atractus medusa,rear-fanged,unclear toxicity,???,Gorgona Spindle Snake
Atractus matthewi,rear-fanged,unclear toxicity,???,Anzoátegui Spindle Snake
Atractus mariselae,rear-fanged,unclear toxicity,???,Marisela's Ground Snake
Atractus manizalesensis,rear-fanged,unclear toxicity,???,Villmaria Spindle Snake
Atractus major,rear-fanged,unclear toxicity,???,Brown Ground Snake
Atractus maculatus,rear-fanged,unclear toxicity,???,Spotted Ground Snake
Atractus macondo,rear-fanged,unclear toxicity,???,Macondo Spindle Snake
Atractus loveridgei,rear-fanged,unclear toxicity,???,Loveridge's Ground Snake
Atractus limitaneus,rear-fanged,unclear toxicity,???,Limitan Ground Snake
Atractus lehmanni,rear-fanged,unclear toxicity,???,Lehmann's Ground Snake
Atractus latifrons,rear-fanged,unclear toxicity,???,Broadhead Ground Snake
Atractus lasallei,rear-fanged,unclear toxicity,???,Lasalle's Ground Snake
Atractus lancinii,rear-fanged,unclear toxicity,???,Lancini's Ground Snake
Atractus iridescens,rear-fanged,unclear toxicity,???,Iridescent Ground Snake
Atractus insipidus,rear-fanged,unclear toxicity,???,Uraricapará River Spindle Snake
Atractus indistinctus,rear-fanged,unclear toxicity,???,Indistinct Ground Snake
Atractus imperfectus,rear-fanged,unclear toxicity,???,Piedras Pacora Spindle Snake
Atractus hostilitractus,rear-fanged,unclear toxicity,???,Mortí River Spindle Snake
Atractus hoogmoedi,rear-fanged,unclear toxicity,???,Santa Luzia Spindle Snake
Atractus heyeri,rear-fanged,unclear toxicity,???,Heyer's ground snake
Atractus heliobelluomini,rear-fanged,unclear toxicity,???,La Chorrera Spindle Snake
Atractus guentheri,rear-fanged,unclear toxicity,???,Günther's Ground Snake
Atractus gigas,rear-fanged,unclear toxicity,???,Giant Spindle Snake
Atractus gaigeae,rear-fanged,unclear toxicity,???,Gaige's Ground Snake
Atractus fuliginosus,rear-fanged,unclear toxicity,???,Hallowell's Ground Snake
Atractus francoi,rear-fanged,unclear toxicity,???,Franco's ground snake
Atractus franciscopaivai,rear-fanged,unclear toxicity,???,La Pedrera Spindle Snake
Atractus flammigerus,rear-fanged,unclear toxicity,???,Flaming Ground Snake
Atractus favae,rear-fanged,unclear toxicity,???,Filippi's Ground Snake
Atractus esepe,rear-fanged,unclear toxicity,???,Indistinct Ground Snake
Atractus erythromelas,rear-fanged,unclear toxicity,???,Red black Ground Snake
Atractus eriki,rear-fanged,unclear toxicity,???,Escuque Spindle Snake
Atractus emmeli,rear-fanged,unclear toxicity,???,Emmel's Ground Snake
Atractus emigdioi,rear-fanged,unclear toxicity,???,Emigdio’s Ground Snake
Atractus elaps,rear-fanged,unclear toxicity,???,Black Ground Snake
Atractus edioi,rear-fanged,unclear toxicity,???,Minacu Spindle Snake
Atractus ecuadorensis,rear-fanged,unclear toxicity,???,Ecuadorean Ground Snake
Atractus echidna,rear-fanged,unclear toxicity,???,Nariño Spindle Snake
Atractus dunni,rear-fanged,unclear toxicity,???,Dunn's Ground Snake
Atractus duidensis,rear-fanged,unclear toxicity,???,Venezuela Ground Snake
Atractus duboisi,rear-fanged,unclear toxicity,???,Napo Spindle Snake
Atractus depressiocellus,rear-fanged,unclear toxicity,???,Small eyed Spindle Snake
Atractus darienensis,rear-fanged,unclear toxicity,???,Darien Spindle Snake
Atractus crassicaudatus,rear-fanged,unclear toxicity,???,Thickhead Ground Snake
Atractus collaris,rear-fanged,unclear toxicity,???,Collared Ground Snake
Atractus clarki,rear-fanged,unclear toxicity,???,Clark's Ground Snake
Atractus chthonius,rear-fanged,unclear toxicity,???,Finca Meremburg Spindle Snake
Atractus charitoae,rear-fanged,unclear toxicity,???,Vaupés Spindle Snake
Atractus cerberus,rear-fanged,unclear toxicity,???,Cerberus ground snake
Atractus caxiuana,rear-fanged,unclear toxicity,???,Para Spindle Snake
Atractus carrioni,rear-fanged,unclear toxicity,???,Parker's Ground Snake
Atractus careolepis,rear-fanged,unclear toxicity,???,Magdalena ground snake
Atractus caete,rear-fanged,unclear toxicity,???,Alagoas ground snake
Atractus boulengerii,rear-fanged,unclear toxicity,???,Colombian Spindle Snake
Atractus boimirim,rear-fanged,unclear toxicity,???,Boimirim snake
Atractus boettgeri,rear-fanged,unclear toxicity,???,Boettger's Ground Snake
Atractus bocourti,rear-fanged,unclear toxicity,???,Bocourt's Ground Snake
Atractus bocki,rear-fanged,unclear toxicity,???,Bock's Ground Snake
Atractus biseriatus,rear-fanged,unclear toxicity,???,Two lined Ground Snake
Atractus balzani,rear-fanged,unclear toxicity,???,Bolivian Ground Snake
Atractus badius,rear-fanged,unclear toxicity,???,French Guyana Ground Snake
Atractus ayeush,rear-fanged,unclear toxicity,???,Lara Falcón Spindle Snake
Atractus avernus,rear-fanged,unclear toxicity,???,Caquetá Spindle Snake
Atractus attenuates,rear-fanged,unclear toxicity,???,Slender spindle snake
Atractus atratus,rear-fanged,unclear toxicity,???,Dark bellied Spindle Snake
Atractus arangoi,rear-fanged,unclear toxicity,???,Putumayo Spindle Snake
Atractus apophis,rear-fanged,unclear toxicity,???,Huila Spindle Snake
Atractus andinus,rear-fanged,unclear toxicity,???,Andean Ground Snake
Atractus alytogrammus,rear-fanged,unclear toxicity,???,Pale striped spindle snake
Atractus altagratiae,rear-fanged,unclear toxicity,???,Cururú River Spindle Snake
Atractus alphonsehogei,rear-fanged,unclear toxicity,???,Alphonse's Ground Snake
Atractus albuquerquei,rear-fanged,unclear toxicity,???,Albuquerque Ground Snake
Atractus acheronius,rear-fanged,unclear toxicity,???,Rio Negro Spindle Snake
Atractaspis watsoni,front-fanged,venomous,💀💀💀,Watson’s Burrowing Asp
Atractaspis scorteccii,front-fanged,venomous,💀💀💀,Somali burrowing asp
Atractaspis reticulata,front-fanged,venomous,💀💀💀,Reticulate burrowing asp
Atractaspis phillipsi,front-fanged,venomous,💀💀💀,Phillips’ Burrowing Asp
Atractaspis micropholis,front-fanged,venomous,💀💀💀,Sahelian Burrowing Asp
Atractaspis microlepidota,front-fanged,venomous,💀💀💀,Small scaled burrowing asp
Atractaspis magrettii,front-fanged,venomous,💀💀💀,Magretti’s Burrowing Asp
Atractaspis leucomelas,front-fanged,venomous,💀💀💀,Ogaden burrowing asp
Atractaspis irregularis,front-fanged,venomous,💀💀💀,Variable burrowing asp
Atractaspis fallax,front-fanged,venomous,💀💀💀,Peters’ Burrowing Asp
Atractaspis engdahli,front-fanged,venomous,💀💀💀,Engdahl's Burrowing Asp
Atractaspis engaddensis,front-fanged,venomous,💀💀💀,Palestinian Mole Viper
Atractaspis duerdeni,front-fanged,venomous,💀💀💀,Beaked Burrowing Asp
Atractaspis dahomeyensis,front-fanged,venomous,💀💀💀,Dahomey burrowing asp
Atractaspis corpulenta,front-fanged,venomous,💀💀💀,Fat Burrowing Asp
Atractaspis congica,front-fanged,venomous,💀💀💀,Congo burrowing asp
Atractaspis boulengeri,front-fanged,venomous,💀💀💀,Central African burrowing asp
Atractaspis bibronii,front-fanged,venomous,💀💀💀,Bibron's burrowing asp
Atractaspis battersbyi,front-fanged,venomous,💀💀💀,Battersby's burrowing asp
Atractaspis aterrima,front-fanged,venomous,💀💀💀,Mole Viper
Atractaspis andersonii,front-fanged,venomous,💀💀💀,Arabian Small Scaled Burrowing Asp
Atheris subocularis,front-fanged,venomous,💀💀💀,South west Cameroon Bush Viper
Atheris squamigera,front-fanged,venomous,💀💀💀,African Bush Viper
Atheris rungweensis,front-fanged,venomous,💀💀💀,Mount Rungwe bush viper
Atheris nitschei,front-fanged,venomous,💀💀💀,Great Lakes bush viper
Atheris matildae,front-fanged,venomous,💀💀💀,Matilda's horned viper
Atheris mabuensis,front-fanged,venomous,💀💀💀,Mount Mabu forest viper
Atheris katangensis,front-fanged,venomous,💀💀💀,Shaba bush viper
Atheris hispida,front-fanged,venomous,💀💀💀,Rough scaled bush viper
Atheris hirsuta,front-fanged,venomous,💀💀💀,Tai hairy bush viper
Atheris desaixi,front-fanged,venomous,💀💀💀,Mount Kenya bush viper
Atheris chlorechis,front-fanged,venomous,💀💀💀,Western Bush Viper
Atheris ceratophora,front-fanged,venomous,💀💀💀,Usambara Forest Viper
Atheris broadleyi,front-fanged,venomous,💀💀💀,Broadley's bush viper
Atheris barbouri,front-fanged,venomous,💀💀💀,Uzungwe Viper
Atheris anisolepis,front-fanged,venomous,💀💀💀,Mayombe Bush Viper
Atheris acuminata,front-fanged,venomous,💀💀💀,Acuminate bush viper
Asthenodipsas vertebralis,rear-fanged,non-venomous,---,Asian Slug Snake
Asthenodipsas tropidonotus,rear-fanged,non-venomous,---,Sumatra Slug Snake
Asthenodipsas malaccanus,rear-fanged,non-venomous,---,Malayan Slug Snake
Asthenodipsas lasgalenensis,rear-fanged,non-venomous,---,Mirkwood Forest Slug Snake
Asthenodipsas laevis,rear-fanged,non-venomous,---,Smooth Slug Snake
Aspidura trachyprocta,rear-fanged,non-venomous,---,Common Rough sided Snake
Aspidura ravanai,rear-fanged,unclear toxicity,???,
Aspidura guentheri,rear-fanged,non-venomous,---,Günther's Rough sided Snake
Aspidura drummondhayi,rear-fanged,non-venomous,---,Drummond Hay's Rough sided Snake
Aspidura deraniyagalae,rear-fanged,non-venomous,---,Sri Lanka Rough sided Snake
Aspidura copei,rear-fanged,unclear toxicity,???,Cope's Rough side
Aspidura ceylonensis,rear-fanged,unclear toxicity,???,Ceylon Keelback
Aspidura brachyorrhos,rear-fanged,unclear toxicity,???,Boie's Rough sided Snake
Aspidomorphus schlegelii,front-fanged,venomous,💀💀,Schlegel’s crown snake
Aspidomorphus muelleri,front-fanged,venomous,💀💀,Müller’s crown snake
Aspidomorphus lineaticollis,front-fanged,venomous,💀💀,Striped crown snake
Aspidites ramsayi,non-fanged,non-venomous,🐍🐍,Ramsay's python
Aspidites melanocephalus,non-fanged,non-venomous,🐍🐍🐍,Black headed python
Aspidelaps scutatus,front-fanged,venomous,💀💀💀,Shield nose snake
Aspidelaps lubricus,front-fanged,venomous,💀💀💀,Cape coral snake
Arrhyton vittatum,rear-fanged,unclear toxicity,???,Common Island Racer
Arrhyton tanyplectum,rear-fanged,unclear toxicity,???,San Vincente Island Racer
Arrhyton taeniatum,rear-fanged,unclear toxicity,???,Günther's Island Racer
Arrhyton supernum,rear-fanged,unclear toxicity,???,Oriente Black Groundsnake
Arrhyton redimitum,rear-fanged,unclear toxicity,???,Oriente Brown capped Ground Snake
Arrhyton procerum,rear-fanged,unclear toxicity,???,Zapata Long tailed Groundsnake
Arrhyton dolichura,rear-fanged,unclear toxicity,???,Habana Island Racer
Arrhyton ainictum,rear-fanged,unclear toxicity,???,Cuban Island Racer
Arizona pacata,rear-fanged,unclear toxicity,???,Santa Domingo glossy snake
Arizona elegans,rear-fanged,unclear toxicity,???,Glossy Snake
Argyrophis trangensis,non-fanged,non-venomous,---,Trang Blind Snake
Argyrophis siamensis,non-fanged,non-venomous,---,Siamese Blind Snake
Argyrophis roxaneae,non-fanged,non-venomous,---,Bangkok Blind Snake
Argyrophis oatesii,non-fanged,non-venomous,---,Andaman Island Worm Snake
Argyrophis muelleri,non-fanged,non-venomous,---,Mueller’s Blind Snake
Argyrophis koshunensis,non-fanged,non-venomous,---,Koshun Worm Snake
Argyrophis klemmeri,non-fanged,non-venomous,---,Kuala Lumpur Worm Snake
Argyrophis hypsobothrius,non-fanged,non-venomous,---,Sumatra Worm Snake
Argyrophis giadinhensis,non-fanged,non-venomous,---,Vietnam Worm Snake
Argyrophis fuscus,non-fanged,non-venomous,---,Brown Worm Snake
Argyrophis diardii,non-fanged,non-venomous,---,Diard’s blind snake
Argyrophis bothriorhynchus,non-fanged,non-venomous,---,Günther’s blind snake
Argyrogena vittacaudata,rear-fanged,unclear toxicity,???,Striped tail racer
Argyrogena fasciolata,rear-fanged,unclear toxicity,???,Banded Racer
Archelaphe bella,rear-fanged,unclear toxicity,???,Bella Rat Snake
Aprosdoketophis andreonei,rear-fanged,unclear toxicity,???,Addur Woodland Snake
Apostolepis vittata,rear-fanged,unclear toxicity,???,Beaked Blackhead
Apostolepis underwoodi,rear-fanged,unclear toxicity,???,
Apostolepis thalesdelemai,rear-fanged,unclear toxicity,???,De Lema's ground snake
Apostolepis tertulianobeui,rear-fanged,unclear toxicity,???,Uberlândia Blackhead
Apostolepis tenuis,rear-fanged,unclear toxicity,???,Ruthven's Burrowing Snake
Apostolepis striata,rear-fanged,unclear toxicity,???,Rondonian Blackhead
Apostolepis serrana,rear-fanged,unclear toxicity,???,Mato Grosso Burrowing Snake
Apostolepis quirogai,rear-fanged,unclear toxicity,???,Missiones Blackhead
Apostolepis pymi,rear-fanged,unclear toxicity,???,Brazilian Burrowing Snake
Apostolepis polylepis,rear-fanged,unclear toxicity,???,Hawkbeak Blackhead
Apostolepis phillipsae,rear-fanged,unclear toxicity,???,Velasco Blackhead
Apostolepis nigroterminata,rear-fanged,unclear toxicity,???,Peru Burrowing Snake
Apostolepis nigrolineata,rear-fanged,unclear toxicity,???,Guyana Burrowing Snake
Apostolepis niceforoi,rear-fanged,unclear toxicity,???,Amazon Burrowing Snake
Apostolepis nelsonjorgei,rear-fanged,unclear toxicity,???,Minacu Blackhead
Apostolepis multicincta,rear-fanged,unclear toxicity,???,Many banded Blackhead
Apostolepis mariae,rear-fanged,unclear toxicity,???,Maria's burrowing snake
Apostolepis longicaudata,rear-fanged,unclear toxicity,???,Longhead Burrowing Snake
Apostolepis lineata,rear-fanged,unclear toxicity,???,Lined burrowing snake
Apostolepis intermedia,rear-fanged,unclear toxicity,???,Mato Grosso Burrowing Snake
Apostolepis goiasensis,rear-fanged,unclear toxicity,???,Goias Burrowing Snake
Apostolepis gaboi,rear-fanged,unclear toxicity,???,Oueimadas Blackhead
Apostolepis flavotorquata,rear-fanged,unclear toxicity,???,Central Burrowing Snake
Apostolepis dorbignyi,rear-fanged,unclear toxicity,???,Bolivian Burrowing Snake
